Mouse sperm contain receptor proteins that bind to a glycoprotein (ZP3) in the zona pellucida of mouse eggs. Binding of ZP3 receptors to ZP3 initiates the sperm’s acrosomal reaction. All of the following experimental observations would be expected EXCEPT:,Injecting eggs with antibodies that bind to ZP3 blocks in vitro fertilization.,Incubating eggs with antibodies that bind to ZP3 blocks in vitro fertilization.,Injecting eggs with antibodies that bind to ZP2 blocks in vitro fertilization.,Injecting sperm with antibodies that bind to ZP3 enhances in vitro fertilization.,Incubating sperm with purified ZP3 prior to mixing sperm and eggs blocks in vitro fertilization.,Incubating eggs with purified ZP3 prior to mixing sperm and eggs enhances in vitro fertilization.,"Coating synthetic beads with a different glycoprotein, ZP1, leads to sperm aggregation on the beads.",Coating synthetic beads with ZP3 leads to sperm aggregation on the beads.,Incubating sperm with antibodies that bind to ZP3 enhances in vitro fertilization.,"Coating synthetic beads with a different glycoprotein, ZP2, fails to lead to sperm aggregation on the beads.",A,ori_mmlu-college_biology
Which of the following factors does NOT promote linkage disequilibrium?,Random mating,Gene flow,Mutation,Genetic drift,Founder effect,Epistasis,Asexual reproduction,Coadapted gene complexes,Non-random mating,Population bottlenecks,A,ori_mmlu-college_biology
"In an experiment, the first cleavage plane of an amphibian zygote was manipulated so that the gray crescent was contained in only one of the two blastomeres that result from the first cleavage. The two blastomeres were then separated. What is the expected fate of the blastomeres?",Both blastomeres will form incomplete embryos.,"The blastomere without the gray crescent will form a complete, but small, embryo.",The blastomere with the gray crescent will grow in size more quickly than the one without the gray crescent.,The blastomere without the gray crescent will stop dividing and die before the second cleavage.,The blastomere with the gray crescent will form an abnormal embryo.,"The blastomere with the gray crescent will form a complete, but small, embryo.","The blastomere without the gray crescent will form a complete, but abnormal, embryo.",The blastomere without the gray crescent will grow in size more quickly than the one with the gray crescent.,Both blastomeres will grow at the same rate.,The blastomere with the gray crescent will stop dividing and die before the second cleavage.,F,ori_mmlu-college_biology
"Nerve outgrowth from a developing neuron begins at the growth cone, located at the tip of the axon. Microspikes of the growth cone extend and retract in order to move the growth cone forward. Exposure of the neuron to cytochasalin B at this stage of development causes",microtubules in the growth cone to undergo reversible dissociation,microtubules in the axon to undergo irreversible dissociation,microfilaments in the growth cone to undergo irreversible depolymerization,microfilaments in the axon to undergo reversible depolymerization,microfilaments in the microspike to undergo reversible depolymerization,microtubules in the microspike to undergo irreversible depolymerization,microfilaments in the axon to undergo irreversible depolymerization,microtubules in the microspike to undergo reversible depolymerization,microfilaments in the microspike to undergo irreversible depolymerization,microtubules in the axon to undergo reversible dissociation,E,ori_mmlu-college_biology
The first groups of animals to develop lung tissue adequate to support their respiratory requirements without the use of supplementary gas exchange organs were the,arachnids,mammals,reptiles,crustaceans,birds,insects,fish,trematoda,amphibians,mollusks,C,ori_mmlu-college_biology
"In the formation of the earliest cells, which of the following components most likely arose first?",Lysosome,Chloroplast,Ribosome,Golgi apparatus,Plasma membrane,Endoplasmic reticulum,Nucleus,Mitochondrion,Flagellum,Cell wall,E,ori_mmlu-college_biology
Fungi participate in each of the following EXCEPT,fermentation to produce alcohol,association with the roots of plants to form mycorrhizae,pollination to produce fruits,photosynthesis to produce glucose,transpiration to produce water vapour,association with insects to form lichens,digestion to produce enzymes,decomposition to break down organic matter,association with humans to produce ringworm,respiration to produce oxygen,D,ori_mmlu-college_biology
"In chloroplasts, a certain protein is found in the lumen of the thylakoid (thylakoid space). It is transcribed in the nucleus and synthesized on cytoplasmic ribosomes. How many membrane bilayers must this protein cross to reach its final location?",Four,Nine,Three,Eight,One,Zero,Five,Two,Seven,Six,C,ori_mmlu-college_biology
"During the mammalian cardiac cycle, a volume of blood equivalent to ventricular stroke volume is transferred from the more compliant venous side to the less compliant arterial side of the circulation. In terms of pressures within the venous and arterial compartments, this transfer results in",an equal increase in both venous and arterial pressure,little effect on venous pressure and a large increase in arterial pressure,an increase in venous pressure and an equal but opposite decrease in arterial pressure,a small decrease in venous pressure and a large increase in arterial pressure,a large increase in venous pressure and a small increase in arterial pressure,a decrease in venous pressure and no change in arterial pressure,an increase in both venous and arterial pressure,no change in pressure in either compartment,no effect on venous pressure and a small increase in arterial pressure,a decrease in both venous and arterial pressure,B,ori_mmlu-college_biology
Which of the following statements concerning the Golgi apparatus of a eukaryote is correct?,It is typically associated with small secretory vesicles located near its cis face.,Glycosylation of certain secretory proteins occurs prior to the protein's entry into its lumen.,It is typically associated with large lysosomes located near its trans face.,Its trans face is closest to the endoplasmic reticulum.,It is located in the nucleus of the cell.,It is responsible for the synthesis of ATP.,Its cisternae are not involved in protein processing.,Its composite flattened cisternae are continuous with one another.,Glycosylation of certain proteins occurs outside the Golgi apparatus.,It is oriented in the cytoplasm so that its cis face is closest to the endoplasmic reticulum.,J,ori_mmlu-college_biology
The first point of entry of water at the roots of a monocot plant is through the cytoplasm of cells of the,parenchyma,phloem,endoderm,pericycle,cortex,epidermis,root cap,Casparian strip,xylem,root hair cells,C,ori_mmlu-college_biology
Which of the following plant cells undergoes programmed cell death to become functional?,Epidermal cell,Stomatal guard cell,Root cap cell,Xylem vessel member,Phloem sieve tube member,Mesophyll cell,Sclerenchyma cell,Collenchyma cell,Parenchyma cell,Tracheid,D,ori_mmlu-college_biology
Approximately what fraction of the human genome encodes proteins?,50%,5%,60%,25%,90%,10%,80%,75%,2%,35%,I,ori_mmlu-college_biology
A plant that grows along a trellis exhibits,heliotropism,hydrotropism,thigmotropism,negative gravidotropism,chemotropism,negative phototropism,gravidotropism,positive phototropism,positive thigmotropism,phototropism,C,ori_mmlu-college_biology
